CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Galaxy Cloud,0,0,0,0,0,0,0,0,0,0,0,0.45,12.85,18.74,19.71,113.82,344.31,145.4,82.24,16.75,30.44,24.34,17.89,9,16.35,38.19,25.37,30.05,42.89,151.05,71.21,54.28
Balaji Telefilms,0,0,0,0,0,0,0,0,0,0,0,149.04,421.32,283.51,434.92,580.28,1204.57,828.04,1280.2,192.34,332.52,214.83,273.51,276.45,302.2,429.34,835.23,721.72,1318.24,828.76,384.3,578.97
Welspun Enterp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.11,146.93,97.8,228.66,87.51,371.85,269,124,49.64,43.36,124.6,822.34,1231.37,2084.64,1572.64,607.19,1625.6
Moving Picture,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,3.7,14.02,11.5,5.4,26.72,5.9,5.23,3.43,2.15,2.02,2.1,1.76,1.35,0.79,0,0,0,0
Saven Tech.,0,0,0,0,0,0,0,0,0,0,0,3.05,4.05,3.1,0.76,4.2,8.97,9.14,7.87,2.43,7.78,5.16,5.42,5.47,7.68,19.64,18.39,33.29,26.49,24.42,13.38,30.73
Sterlite Tech.,0,0,0,0,0,0,0,0,0,0,0,2029.9,761.32,145.6,274.12,358.12,571.83,1121.43,1049.73,452.43,3149.73,2083.16,1545.47,922.64,911.65,2159.44,3580.41,5012.3,12520.93,8799.56,2575.26,7698.56
Cigniti Tech.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,4.86,12.61,118.4,253.91,794.6,1065.77,1066.63,1018.1,628.01,898.93,541.75,880.81
Moschip Tech.,0,0,0,0,0,0,0,0,0,0,0,28.82,57.9,64.78,112.79,139.73,163.07,108.02,77.65,31.88,37.51,20.9,14.55,11.42,7.73,0,41.2,575.02,411.84,279.77,110.59,361.01
Amar Remedies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,80.31,69.19,40.81,158.66,262.52,393.58,38.32,0,0,0,0,0,0,0,0
Prithvi Info.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668.42,481.47,293.98,82.17,112.28,53.88,37.7,29.11,21.35,3.25,0,0,0,0,0,0
Next Mediaworks,0,0,0,0,0,0,0,0,0,0,0,0,81.55,43.75,107.77,293.45,353.08,199.47,139.69,62.4,149.8,28.64,20.03,18.77,17.36,86.57,104.54,147.16,94.65,182.95,59.2,23.95
Lanco Infratech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521.07,8644.25,3238.67,12592.79,9546.93,4382.2,2501.7,1716.76,1339.53,1366.42,1103.58,351.29,0,0,0
Godrej Consumer,0,0,0,0,0,0,0,0,0,0,0,0,377.24,601.58,930.76,1754.88,4097.14,3320.39,3199.15,3414.25,8057.89,11824.34,16322.49,26517.88,28991.87,35433.71,46971.53,56880.34,74442.06,70238.14,53226.9,74513.69
City Online Ser.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,4.21,2.19,2.92,2.23,0,1.01
HDFC Life Insur.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91232.41,76357.88,89150.14,140607.17
ICICI Pru Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54866.14,55977.27,50180.67,51073.63,63936.57
Olectra Greentec,0,0,0,0,0,0,0,0,0,0,0,0,28.26,11.69,5.31,20.02,31.73,54.56,85.99,52.52,94.52,61.33,38.31,37.41,25.51,57.72,58.44,271.28,910.78,1882.51,382.91,1774.59
Rainbow Denim,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,3.3,25.42,18.05,10.11,9.01,6.5,6.19,12.26,12.36,3.64,2.83,3.52,6.11,11.82,7.57,7.64,3.08,1.46
MW Unitexx,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0.77,0.48,3.74,5.13,6.26,9.95,4.08,6.68,8.73,14.68,5.89,10.45,9.88,3.13,0,0,0,0,0
SBI Life Insuran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67345,57955,64096.68,88056.24
Royal Orch.Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.07,552.5,250.24,111.64,208.31,177.13,132.61,79.1,83.32,109.6,191.7,243.71,438.87,323.67,112.44,172.37
Railtel Corpn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4069.5
T. Spiritual,0,0,0,0,0,0,0,0,0,0,0,0,98.88,181.6,241,40.2,13.5,8.4,7.88,2.46,4.84,2.38,2.2,1.18,0.96,1.2,1.1,1.1,2.1,1.44,0,0.56
Jagran Prakashan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.89,2280.91,2632.05,1698.49,3499.36,4040.09,3181.48,3075.05,3363.92,4202.45,5237.13,6247.29,5336.04,3659.2,1280.87,1631.53
Sadbhav Engg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.81,437.96,1615.38,388.13,1611.5,1855.01,2328.19,1801.75,1485.53,5807.02,5034.52,5266.37,6786.48,4274.69,485.55,1068.89
Mishka Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,519.26,78.02,0,0,0,0,0,0
Ponni Sug.Erode,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,7.76,25.01,69.25,34.44,30.38,22.58,91.12,81.7,91.98,217.11,96.32,114.38,179.83,178.75,122.98,116.49,116.14,127.02
LKP Securities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.43,136.92,66.91,26.76,49.91
Meghmani Organ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.33,173.19,406.39,355.28,200.15,139.87,215.66,378.93,579.84,948.59,2148.96,1558.95,944.78,2962.76
I D F C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7464.29,9420.85,19602.17,7020.42,20952.83,22622.81,20431.98,21759.1,18529.02,26575.55,6439.84,8697.88,7766.27,7407.1,2370.59,7550.77
Genus Prime,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.9,3.66,5.73,4.61,46.79,12.29,10.12,11.24,6.48,10.31,3.82,7.9,7.03,4.22,4.97,7.31,0,11.7
Gulshan Polyols,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,2.92,7.25,11.63,23.05,141.82,60.55,91.32,61.49,58.45,51.82,77.18,295.11,290.7,425.77,311.76,257.11,94.07,432.57
HB Portfolio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,12.32,61.92,42.24,52.4,24.88,54.31,37.41,30.87,21.58,21.58,24.58,14.28,22.84,41.91,27.23,12.11,20.51
Compuage Info.,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3.38,12.4,20.31,16.76,52.21,15.1,38.18,72.91,43.19,26.64,56.41,99.5,126.47,215.87,237.02,113.71,54.19,119.88
Faze Three Auto.,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,8.58,27.28,44.27,34.52,18.6,7.79,16.62,20.1,45.83,36.18,35.7,40.2,30.23,60.3,61.69,21.49,14.04,86.46
Money Masters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,3.42,3.09,0,0,5.01,0,0
Bhagwati Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodhtree Consul.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.73,74.44,145.7,81.03,66.66,57.78
Meenakshi (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB Estate Devel.,0,0,0,0,0,0,0,0,0,0,0,2.45,1.29,1.29,2.45,15.44,60.3,59.97,48.34,30.76,59.3,33.83,33.95,16.86,16.22,15.35,11.78,16.95,42.61,38.41,11.03,19.93
21st Cent. Sec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinayak Vanijya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Archist.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,0,0,0
Maud Tea & Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patna Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avail Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spangle Mktg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaxi Pharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,5.44,4.5,11.55,74,524.5
Unijolly Invest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usha Flowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britex (India),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udit (India),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypersoft Tech.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,4.25,3.09,2.12,2.63,2.13
Pavitra Commer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helpage Finlease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.63,12.01
Orient Internl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Baba Invt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.66,0,320.94,153.54,16.9,2.99,1.98
BLS Internat.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.91,1184.83,1172.03,299.15,945.61
Snowtemp Engg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem Erode Inv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,3.45
Pawansut Holding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.76,35.64,13.58,14.04,4.28,2.14,1.15,1.09
Kelvin Fincap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55,72.57,1357.61,0,0,0,0,0,0,0
Inox Leisure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.3,657.9,616.7,162.8,388.73,275.76,316,402.04,1102.54,1636.93,1849.14,2763.1,2550.88,3381.96,2697.44,3206.35
Cera Sanitary.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,6.84,15.23,47.99,74.88,69.22,32.86,157.31,197.94,293.94,560.58,1125.84,3234.43,2392.43,3918.8,4480.98,3936.55,3001.89,5077.95
ICICI Lombard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35973.13,46923.4,48932.38,65270.68
Hooghly Mills Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shalimar Wires,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.77,2.46,4.59,4.03,5.59,2.46,12.32,10.81,27.6,18.99,11.84,12.93,13.57,15.79,61.1,64.56,15.9,17.14
Inventure Grow.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.76,43.26,81.73,93.74,94.5,106.68,142.8,111.3,96.35,246.96
Webpulse Conslt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.29,2257.13,2831.75,1169.83,3763.85,3282.82,3437.51,3015.89,5248.46,11750.43,8846.31,14965.81,13458.57,16882.4,13036.02,19316.34
Tantia Constr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.07,140.67,50.6,195.62,114.92,68.88,54.67,30.02,31.81,33.88,56.19,34.2,10,4.34,8.8
Haz.Multi Proj.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,1.95,6.71,9.9,24.79,25.37,11.29,11.67,6.47,3.86,2.89,1.12,3.45,2.36,1.52,2.21,1.17,1.65,0
RSL Textiles,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19903.3
Ramsarup Inds.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.75,242.81,263.38,90.33,249.95,66.48,22.84,7.4,6.91,6.24,7.19,6.31,4.77,1.4,1.33,2.6
Radaan Media.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.24,33.15,13.59,16.63,11.92,11.64,7.64,3.25,3.74,9.48,6.82,11.1,15.44,6.88,4.12
Kama Holdings,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06,19.35,43.05,137.48,75.01,93.4,73.34,176.5,299.02,247.39,207.43,258.13,585.98,880.42,1970.12,2740.48,3881.9,2550.49,3910.09
Kanco Enterp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,14.63,7.44,4.88,2.67,1.31,2.22,3.03,2.31,0,0,0,0
MPF Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.76,3.04,4.28,4.98,4.32,2.27,4.88,10.2,5.8,3.76,3.99,4.39,2.35,0.08,0,0.1,0.09,0.09
Triveni Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.27,1730.33,2393.75,4251.69,3157.83,4774.7,3326.12,3472.3,1820.21,3291.25
Naihati Jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orissa Minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945.33,2045.5,1431.18,1361.34,1244.4,1095,1247.37,937.8,525.93,559.35,1477.44
Amraworld Agrico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.22,6.74,9.26,7.22,11.79,9.26,16.36,9.02,8.42,4.33,3.37,0,3.61,7.82
BAG Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,60.4,66.95,236.23,433.34,129.38,312.53,120.49,69.38,59.57,40.17,53.44,80.51,88.23,82.96,89.92,34.24,39.58
Balmer Law. Inv.,0,0,0,0,0,0,0,0,0,0,0,0,0,92.24,99.12,136.31,268.62,195.47,187.15,145.52,309.14,306.36,335.11,425.46,408.81,583.64,625.6,847.15,882.78,864.25,647.91,1038.52
GMR Infra.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11925.5,27127.69,17277.97,22994.6,15842.07,12066.44,8388.12,8543.82,8791.03,7056.02,9657.51,10261.11,11951.17,9808.41,14697.53
Vodafone Idea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24515.49,27078.32,15547,21597.45,22297.07,32707.98,37518.1,45644.94,66110.39,39515.59,30897.66,33021.86,52154.73,8936.71,26580.23
Reliance Nav.Eng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4687.23,5259.82,5519.23,5150.31,2609.86,4214.8,5002.55,4951.01,2032.06,798.07,113.59,217.59
Little Rock Tra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvatex Eng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megri Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,4.99,0,0,14.89
VIP Clothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.49,151.73,218.33,102.22,56.03,123.99,111.06,129.04,89.29,94.65,435.07,291.07,336.33,459.65,171.8,34.53,115.22
Aar Shyam (I),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
Shiv Kamal Impex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunita Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grovy India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.77,0,3.67,5.2,8.55
SAB Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.43,91.13,103.89,82.02,45.41
Shashank Traders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Invest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madan Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Movietone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krosslink Infras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Breweries,0,0,0,0,0,0,0,0,0,0,0,0,0,126.52,172.41,576.39,3229.74,5756.4,4029.48,2146.8,4609.2,12230,14308.01,18420.75,21719.14,26506.1,21786.56,20373.34,25042.65,36887.77,24263.99,32827.9
Rossell Fin.Ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivalik Rasayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.73,86.12,287.43,371.9,304.52,972.12
ISMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.21,359.74,1362.94,1003.44,815.27,293.73,782.31,736.9,393.35,150.6,163.64,135.22,105.19,183.56,132.58,114.56,38.24,156.76
Acme Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.02,31.95,56.38,30.89,13.77,50.84
21st Century (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Stuffyarn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akanksha Viniyog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ascu Arch Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.68,1673.42,4397.56,1666.39,3252.71,2120.79,1931.96,1780.36,2323.69,5546.98,6530.16,12702.02,22441.77,13800.75,2814.86,10645.42
Quint Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,4,7.67,31.05,723.5
S H Kelkar & Co.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275.66,4307.53,3737.72,2219.21,1096.65,1579.26
Mridul Traders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rama Steel Tubes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.53,209.8,296.41,188.09,32.41,119.15
JBM Auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.53,88.16,47.26,42.48,21.67,68.24,59.82,58.09,65.23,143.62,892.19,613.56,1134.52,1554.51,1085.16,654.38,1988.21
Ganges Mfg. Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integra Tele.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.31,39.02,51.32,52.8,53.86,12.59,43.51,33.79
Apex Enterp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutna Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sone Paper & Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millennium Info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I R C T C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15718.4,28099.2
Baffin Engg.,0,0,0,0,0,0,0,0,0,0,15,140,210.9,62,34.2,35.1,10.1,6.8,9.1,4,4.9,2.9,0,0,0,0,0,0,0,0,0,0
Archon Indust.,0,0,0,0,0,0,0,0,0,0,1.84,1.07,0.24,0.27,0.19,0,0,0,0,0,0,0,0,1.22,2.9,2.2,2.36,0,0,0,0,0
Vyapar Industrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,4.56,45.32,56.49,67.87,180.23,32.7,42.07,22.89,23.98,28.23,42.51,36.51,29.32,30.65,18.03,17.6,25.2,0
UTI AMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386.63
Transwar.Fin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.94,29.54,9.94,21.69,33.32,19.62,15.75,11.1,15.53,16.78,23.9,21.11,11.01,5.94,5.55
Virtual Global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.35,106.76,421.55,302.5,234.71,36.44,11.86,7.2,28.81
Trio Merc. Trad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,16.46,12.56,26.2,15.49,17.12,25.62,42.63,32.95
Lux Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.97,1798.39,4293.52,3475.19,2367.85,4401.98
20 Microns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.32,55.53,53.24,115.21,98.3,106.03,121.75,97.74,123.86,172.37,134.62,90.69,124.21
Advance Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananda-Bag Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anup Malleables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0
Anupama Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auckland Intern.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgachi Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharati Defence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.21,864,782.44,1493.33,154.67,689.66,440.4,252.89,136.69,130.53,113.68,95.32,49.49,25.2,0,0,0
Bhutoria Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bijni Dooars Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio Tea Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisra Stone Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bormah Jan Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castron Tech.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamong Tea Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheviot Interntl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Prof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Dooar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Industrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumax Auto Tech.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.69,56.35,19.77,132.41,186.19,198.86,179.92,147.61,384.77,425.53,672.91,1129.52,951.48,340.11,1092.91
Dhelakhat Tea Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Conglom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumraon Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellenbarrie Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Tradeli.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,4.8,7.75,2609.43,794.24,25.47,12.87,12.87,0,0,0
Gillapukri Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gopalpur Tea Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hada Textile Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanuman Agro Ind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hind Elec.& Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi-Tech Pipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09,133.04,370.79,243.66,78.72,445.05
Hoograjuli Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morn Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayshree Polytex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joonktolle Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.29,50.52,60.48,61.42,66.63,54.25,63.42,58.29,71.91,64.21,60.03,28.26,44.79
Kanknarrah Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishnabehari T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyang Tea Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmi Organic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594.32
Loobah Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madanlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manabarrie Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaishnavi Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28,19.66,9.21,14.99,2.7,2.27,1.38,0,0,0,0,0
Mauria Udyog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.76,235.76,342.79,61.34,15.25
Mewar Sugar Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalwa Engg. Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necem Cements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitin Spinners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.41,68.39,42.42,14.86,33.91,51.19,29.79,41.48,64.62,137.49,269.25,545.61,544.68,508.79,157.42,455.66
Objectone Inform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.81,22.09,3.49,3.4,3.42,3.52,1.41,2.86
Oodlabari Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Steel &In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orson Holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panchratna Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Polyfeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poddar Udyog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
